Sample,IndividID,SampleDate,Month,Year,JulianDate,Season,Age,BodyCondition,SocialStatus,HoursAfterSunrise,Rainfall,MaxTemp
Feature733,ID 168,31/10/2014,10,2014,6408,WET,202,-11.24798124,Subordinate,12.68194444,0.493333267,34.34
Feature734,ID 141,7/11/2014,11,2014,6415,WET,998,34.77415767,Subordinate,13.42944444,0.493333267,33.83666667
Feature735,ID 189,8/11/2014,11,2014,6416,WET,47,-139.7372281,Subordinate,12.13944444,0.493333267,33.90666667
Feature736,ID 188,8/11/2014,11,2014,6416,WET,47,-67.54404531,Subordinate,12.95611111,0.493333267,33.90666667
Feature737,ID 159,9/11/2014,11,2014,6417,WET,288,30.6219259,Subordinate,3.882777778,0.493333267,33.96666667
Feature738,ID 190,12/11/2014,11,2014,6420,WET,49,-20.3521525,Subordinate,0.826666667,0.479999933,34.05
Feature739,ID 153,14/11/2014,11,2014,6422,WET,315,30.58201704,Subordinate,4.059444444,0.479999933,33.98
Feature740,ID 180,16/11/2014,11,2014,6424,WET,136,-0.55543716,Dominant,1.974166667,0.479999933,34.25
Feature741,ID 154,19/11/2014,11,2014,6427,WET,320,44.70287431,Subordinate,2.759722222,0.426666567,35.37333333
Feature742,ID 169,20/11/2014,11,2014,6428,WET,222,47.72221562,Subordinate,12.38166667,0.426666567,35.64033333
Feature743,ID 130,30/11/2014,11,2014,6438,WET,1482,36.84574864,Subordinate,4.063611111,0.146666667,36.47866667
Feature744,ID 191,28/11/2014,11,2014,6436,WET,37,-122.9157339,Subordinate,2.760833333,0.14,36.04533333
Feature745,ID 132,3/12/2014,12,2014,6441,WET,1105,60.96127825,Subordinate,13.065,0.146666667,37.05866667
Feature746,ID 193,9/12/2014,12,2014,6447,WET,48,-48.35403175,Subordinate,3.789166667,0.146666667,37.562
Feature747,ID 119,10/12/2014,12,2014,6448,WET,1582,-181.2161139,Subordinate,2.536388889,0.146666667,37.602
Feature748,ID 156,10/12/2014,12,2014,6448,WET,335,13.55391386,Subordinate,0.819722222,0.146666667,37.602
Feature749,ID 150,10/12/2014,12,2014,6448,WET,363,-31.20095992,Subordinate,2.619722222,0.146666667,37.602
Feature750,ID 175,10/12/2014,12,2014,6448,WET,207,-12.63169068,Dominant,4.253055556,0.146666667,37.602
Feature751,ID 50,6/06/1999,6,1999,782,DRY,1182,19.35201523,Dominant,5.547777778,-3.89E-17,23.63666667
Feature752,ID 163,24/12/2014,12,2014,6462,WET,294,-11.47918793,Subordinate,4.720277778,0.046666667,38.64333333
Feature753,ID 162,24/12/2014,12,2014,6462,WET,294,-2.223618108,Subordinate,0.786944444,0.046666667,38.64333333
Feature754,ID 177,30/12/2014,12,2014,6468,WET,196,5.617370844,Subordinate,2.5975,0.14,38.71333333
Feature755,ID 181,19/12/2014,12,2014,6457,WET,141,62.63969588,Subordinate,0.408333333,0.08,38.00533333
Feature757,ID 176,30/12/2014,12,2014,6468,WET,196,10.74165252,Dominant,13.76416667,0.14,38.71333333
Feature758,ID 186,4/01/2015,1,2015,6473,WET,111,29.99105286,Subordinate,2.076388889,0.153333333,38.61333333
Feature759,ID 151,4/01/2015,1,2015,6473,WET,388,-54.05859393,Subordinate,2.826388889,0.153333333,38.61333333
Feature760,ID 156,7/01/2015,1,2015,6476,WET,363,-43.25520012,Subordinate,0.274444444,0.153333333,38.61666667
Feature762,ID 152,6/01/2015,1,2015,6475,WET,379,-20.33036281,Subordinate,0.686388889,0.153333333,38.62
Feature763,ID 194,7/01/2015,1,2015,6476,WET,74,-51.82501749,Subordinate,13.75777778,0.153333333,38.61666667
Feature764,ID 187,8/01/2015,1,2015,6477,WET,115,17.8668255,Dominant,13.01222222,0.153333333,38.6
Feature765,ID 189,9/01/2015,1,2015,6478,WET,109,-68.17738012,Subordinate,3.433055556,0.153333333,38.63666667
Feature766,ID 149,9/01/2015,1,2015,6478,WET,393,-84.4423116,Dominant,3.483055556,0.153333333,38.63666667
Feature767,ID 195,11/01/2015,1,2015,6480,WET,41,-124.6201061,Subordinate,13.95805556,0.173333333,38.20666667
Feature768,ID 182,13/01/2015,1,2015,6482,WET,137,1.692304069,Subordinate,13.71555556,0.300000033,37.72333333
Feature769,ID 137,17/01/2015,1,2015,6486,WET,1534,-21.9695058,Subordinate,2.429444444,0.64,37.35333333
Feature770,ID 166,7/01/2015,1,2015,6476,WET,303,-24.14057911,Subordinate,0.257777778,0.153333333,38.61666667
Feature771,ID 185,7/01/2015,1,2015,6476,WET,128,7.199966216,Dominant,2.024444444,0.153333333,38.61666667
Feature772,ID 180,20/01/2015,1,2015,6489,WET,201,6.552521817,Dominant,1.055555556,0.64,37.004
Feature773,ID 142,20/01/2015,1,2015,6489,WET,845,-24.46698644,Dominant,3.955555556,0.64,37.004
Feature774,ID 168,7/02/2015,2,2015,6507,WET,301,8.771349334,Subordinate,12.68027778,0.773333333,36.63733333
Feature775,ID 144,8/02/2015,2,2015,6508,WET,540,-26.50953559,Subordinate,3.6675,0.773333333,36.48733333
Feature776,ID 179,2/02/2015,2,2015,6502,WET,214,27.96096536,Subordinate,4.045833333,0.566666667,36.74733333
Feature777,ID 169,17/02/2015,2,2015,6517,WET,311,-12.57852696,Subordinate,4.107222222,0.38,37.214
Feature778,ID 192,26/02/2015,2,2015,6526,WET,127,25.08722988,Subordinate,3.824444444,0.6399999,36.57333333
Feature779,ID 193,27/02/2015,2,2015,6527,WET,128,2.36448953,Subordinate,12.31388889,0.593333233,36.62666667
Feature780,ID 115,13/01/2010,1,2010,4656,WET,1079,61.30495679,Subordinate,7.895,5.573338333,33.55133333
Feature781,ID 141,10/03/2015,3,2015,6538,WET,1121,24.56030896,Subordinate,11.89083333,1.906667567,35.22333333
Feature782,ID 147,10/03/2015,3,2015,6538,WET,518,-55.96892654,Subordinate,12.34083333,1.906667567,35.22333333
Feature783,ID 148,11/03/2015,3,2015,6539,WET,490,-69.14341369,Subordinate,1.315277778,2.013334267,34.98
Feature784,ID 191,3/03/2015,3,2015,6531,WET,132,-23.89941877,Subordinate,3.090277778,0.6599999,37.02
Feature785,ID 134,14/03/2015,3,2015,6542,WET,1119,-55.74458206,Subordinate,4.605277778,2.1133342,34.62666667
Feature786,ID 154,15/03/2015,3,2015,6543,WET,436,-49.41267726,Subordinate,2.996666667,2.1733342,34.21
Feature787,ID 153,17/03/2015,3,2015,6545,WET,438,-28.35721707,Subordinate,2.246388889,2.593333867,33.67666667
Feature788,ID 150,19/03/2015,3,2015,6547,WET,462,-82.09803713,Subordinate,4.212777778,2.6266672,33.03
Feature789,ID 198,18/03/2015,3,2015,6546,WET,57,-166.6958322,Dominant,11.82111111,2.600000533,33.33
Feature790,ID 195,21/03/2015,3,2015,6549,WET,110,-6.991407755,Subordinate,3.246111111,2.7666672,32.71
Feature791,ID 164,25/03/2015,3,2015,6553,WET,385,0.704754849,Subordinate,2.43,2.6266673,31.95333333
Feature792,ID 199,25/03/2015,3,2015,6553,WET,64,-88.89432814,Dominant,4.696666667,2.6266673,31.95333333
Feature793,ID 200,27/03/2015,3,2015,6555,WET,34,-66.17125162,Subordinate,11.08055556,3.3066669,31.44666667
Feature794,ID 151,28/03/2015,3,2015,6556,WET,471,-3.297888758,Subordinate,2.5725,3.3066669,31.07
Feature795,ID 16,21/10/2008,10,2008,4207,WET,800,105.0827661,Subordinate,1.548611111,0.626666667,34.35
Feature796,ID 177,29/03/2015,3,2015,6557,WET,285,14.01107295,Subordinate,1.964444444,3.3066669,30.76
Feature797,ID 184,29/03/2015,3,2015,6557,WET,209,32.97635207,Subordinate,2.281111111,3.3066669,30.76
Feature798,ID 163,29/03/2015,3,2015,6557,WET,389,6.064014403,Subordinate,11.84777778,3.3066669,30.76
Feature799,ID 162,29/03/2015,3,2015,6557,WET,389,16.31958422,Subordinate,11.53111111,3.3066669,30.76
Feature800,ID 166,2/04/2015,4,2015,6561,WET,388,15.18530138,Subordinate,4.349166667,3.240000233,29.14
Feature801,ID 185,2/04/2015,4,2015,6561,WET,213,77.19277044,Dominant,4.7325,3.240000233,29.14
Feature802,ID 176,7/04/2015,4,2015,6566,WET,294,79.91513694,Dominant,3.975555556,2.8333339,29.09
Feature803,ID 145,9/04/2015,4,2015,6568,WET,558,-37.67581968,Dominant,1.942777778,1.7866659,29.27
Feature804,ID 159,12/04/2015,4,2015,6571,WET,442,-8.410918951,Subordinate,5.034722222,1.673332533,29.29
Feature805,ID 187,12/04/2015,4,2015,6571,WET,209,17.24655522,Dominant,1.918055556,1.673332533,29.29
Feature806,ID 201,15/04/2015,4,2015,6574,WET,39,-54.76191602,Subordinate,3.659722222,1.3933326,29.31666667
Feature807,ID 186,16/04/2015,4,2015,6575,WET,213,56.7461292,Subordinate,1.201388889,0.973332933,29.38
Feature808,ID 144,16/04/2015,4,2015,6575,WET,607,10.690406,Subordinate,1.201388889,0.973332933,29.38
Feature809,ID 179,25/04/2015,4,2015,6584,WET,296,31.21695579,Subordinate,4.173611111,0.326666633,30.03333333
Feature810,ID 180,3/05/2015,5,2015,6592,DRY,304,49.64937831,Dominant,3.017777778,0.120000033,30.89666667
Feature811,ID 153,3/05/2015,5,2015,6592,DRY,485,33.9660473,Subordinate,2.517777778,0.120000033,30.89666667
Feature812,ID 203,5/05/2015,5,2015,6594,DRY,62,-39.23259268,Subordinate,1.815833333,0.120000033,30.92666667
Feature813,ID 189,10/04/2015,4,2015,6569,WET,200,16.1353036,Subordinate,2.134444444,1.673332533,29.35
Feature814,ID 198,19/05/2015,5,2015,6608,DRY,119,-39.38082256,Dominant,3.318055556,0.133333367,29.48666667
Feature815,ID 192,23/05/2015,5,2015,6612,DRY,213,45.46301165,Subordinate,4.498055556,0.133333367,27.95
Feature816,ID 130,30/05/2015,5,2015,6619,DRY,1663,56.28545937,Subordinate,2.953888889,0.013333333,26.47333333
Feature817,ID 148,14/06/2015,6,2015,6634,DRY,585,-54.44763611,Subordinate,9.28,0.433333,22.03666667
Feature818,ID 195,21/06/2015,6,2015,6641,DRY,202,24.2483009,Subordinate,9.663333333,0.419999667,23.05333333
Feature819,ID 163,1/07/2015,6,2015,6651,DRY,483,-96.26157978,Subordinate,5.656666667,0.419999667,23.11666667
Feature820,ID 191,1/07/2015,6,2015,6651,DRY,252,18.28394788,Subordinate,4.14,0.419999667,23.11666667
Feature821,ID 166,5/07/2015,7,2015,6655,DRY,482,-21.09851442,Subordinate,2.523055556,0.419999667,23.46
Feature822,ID 179,5/07/2015,7,2015,6655,DRY,367,-4.00483521,Subordinate,5.006388889,0.419999667,23.46
Feature823,ID 155,5/07/2015,7,2015,6655,DRY,548,-77.99222554,Subordinate,10.28972222,0.419999667,23.46
Feature824,ID 168,26/06/2015,6,2015,6646,DRY,440,15.8087526,Subordinate,9.264722222,0.419999667,23.63
Feature825,ID 136,9/07/2015,7,2015,6659,DRY,1707,24.94396895,Subordinate,2.928055556,0.6399997,22.68
Feature826,ID 200,11/07/2015,7,2015,6661,DRY,140,51.54781987,Subordinate,3.199166667,0.220000033,22.52666667
Feature827,ID 204,1/07/2015,6,2015,6651,DRY,119,-13.37549989,Subordinate,3.756666667,0.419999667,23.11666667
Feature828,ID 141,16/07/2015,7,2015,6666,DRY,1249,-60.60320915,Subordinate,8.95,0.220000033,22.29
Feature829,ID 193,19/07/2015,7,2015,6669,DRY,270,59.06417679,Subordinate,3.948055556,0.220000033,22.04
Feature830,ID 39,2/08/1999,8,1999,839,DRY,221,-9.850375168,Dominant,5.092222222,0.013333333,23.67666667
Feature832,ID 142,22/07/2015,7,2015,6672,DRY,1028,-18.86556111,Dominant,9.1825,0.220000033,22.07666667
Feature833,ID 172,30/07/2015,7,2015,6680,DRY,459,-2.078185275,Subordinate,8.728333333,0.220000033,22.53
Feature834,ID 171,31/07/2015,7,2015,6681,DRY,460,-4.168799907,Dominant,8.421111111,0.220000033,23.04666667
Feature835,ID 183,1/08/2015,7,2015,6682,DRY,334,43.00652547,Dominant,2.980555556,0.220000033,23.54333333
Feature836,ID 172,2/08/2015,8,2015,6683,DRY,462,-3.549044859,Subordinate,4.923888889,0.220000033,23.88
Feature837,ID 186,2/08/2015,8,2015,6683,DRY,321,52.79534533,Subordinate,10.22388889,0.220000033,23.88
Feature838,ID 158,3/08/2015,8,2015,6684,DRY,560,-32.01600381,Subordinate,5.3675,0.220000033,24.03666667
Feature839,ID 206,9/08/2015,8,2015,6690,DRY,44,-107.9105972,Dominant,9.419166667,2.80E-16,25.51533333
Feature840,ID 175,13/08/2015,8,2015,6694,DRY,453,10.95057389,Dominant,3.370555556,2.80E-16,26.752
Feature841,ID 202,31/07/2015,7,2015,6681,DRY,149,62.62676456,Dominant,9.621111111,0.220000033,23.04666667
Feature842,ID 145,16/08/2015,8,2015,6697,DRY,687,-41.39360449,Dominant,2.761944444,0.006666667,28.022
Feature843,ID 185,16/08/2015,8,2015,6697,DRY,349,5.693628695,Dominant,3.395277778,0.006666667,28.022
Feature844,ID 176,16/08/2015,8,2015,6697,DRY,425,43.56718661,Dominant,3.345277778,0.006666667,28.022
Feature845,ID 189,20/08/2015,8,2015,6701,DRY,332,32.27301156,Subordinate,3.904166667,0.006666667,27.682
Feature846,ID 206,20/08/2015,8,2015,6701,DRY,55,-59.05726849,Dominant,10.27083333,0.006666667,27.682
Feature847,ID 151,21/08/2015,8,2015,6702,DRY,617,-15.91477771,Subordinate,1.852777778,0.006666667,27.572
Feature848,ID 177,19/08/2015,8,2015,6700,DRY,428,-36.98703693,Subordinate,2.639166667,0.006666667,27.81533333
Feature849,ID 136,21/08/2015,8,2015,6702,DRY,1750,24.94396895,Subordinate,3.002777778,0.006666667,27.572
Feature850,ID 188,25/08/2015,8,2015,6706,DRY,337,38.37849074,Subordinate,2.866388889,0.006666667,27.71866667
Feature851,ID 199,25/08/2015,8,2015,6706,DRY,217,37.88812539,Dominant,11.13305556,0.006666667,27.71866667
Feature852,ID 157,27/08/2015,8,2015,6708,DRY,584,83.54084398,Subordinate,8.966111111,0.006666667,28.15533333
Feature853,ID 169,21/08/2015,8,2015,6702,DRY,496,-28.80615734,Subordinate,3.319444444,0.006666667,27.572
Feature854,ID 193,5/09/2015,9,2015,6717,DRY,318,36.07329579,Subordinate,3.006944444,0.179999967,28.961
Feature855,ID 198,11/09/2015,9,2015,6723,DRY,234,-5.35330963,Dominant,2.784722222,0.186666633,30.21
Feature856,ID 147,10/09/2015,9,2015,6722,DRY,702,158.409855,Subordinate,3.266111111,0.186666633,30.05666667
Feature857,ID 155,4/09/2015,9,2015,6716,DRY,609,-57.9545603,Subordinate,11.53888889,0.006666667,29.001
Feature858,ID 168,15/09/2015,9,2015,6727,DRY,521,30.38075921,Subordinate,2.710833333,0.179999967,30.44
Feature859,ID 167,15/09/2015,9,2015,6727,DRY,521,-0.357528766,Dominant,2.710833333,0.179999967,30.44
Feature860,ID 154,15/09/2015,9,2015,6727,DRY,620,-6.783046504,Subordinate,2.7275,0.179999967,30.44
Feature861,ID 178,15/09/2015,9,2015,6727,DRY,439,-6.404104822,Subordinate,3.644166667,0.179999967,30.44
Feature862,ID 191,23/09/2015,9,2015,6735,DRY,336,-38.25725415,Subordinate,3.681666667,0.179999967,33.51
Feature863,ID 121,14/09/2015,9,2015,6726,DRY,2571,51.38410936,Subordinate,11.30833333,0.186666633,30.47
Feature864,ID 202,25/09/2015,9,2015,6737,DRY,205,64.34272701,Dominant,3.220277778,0.179999967,33.95666667
Feature865,ID 184,20/10/2015,10,2015,6762,WET,414,76.50248961,Subordinate,2.92,0.2066667,36.12666667
Feature866,ID 204,23/10/2015,10,2015,6765,WET,233,-2.269466359,Subordinate,1.933333333,0.2066667,35.51
Feature867,ID 167,25/10/2015,10,2015,6767,WET,561,31.83420342,Dominant,1.963055556,0.2066667,35.51
Feature868,ID 188,25/10/2015,10,2015,6767,WET,398,60.75931043,Subordinate,2.446388889,0.2066667,35.51
Feature869,ID 180,27/10/2015,10,2015,6769,WET,481,53.8761786,Dominant,3.274722222,0.2066667,35.53666667
Feature870,ID 169,27/10/2015,10,2015,6769,WET,563,27.31511182,Subordinate,3.991388889,0.2066667,35.53666667
Feature871,ID 159,28/10/2015,10,2015,6770,WET,641,7.790107226,Subordinate,2.338611111,0.2066667,35.66666667
Feature872,ID 176,30/10/2015,10,2015,6772,WET,500,44.25915699,Dominant,3.098888889,0.2066667,35.94333333
Feature873,ID 200,31/10/2015,10,2015,6773,WET,252,50.29057814,Subordinate,13.16194444,0.2066667,35.97666667
Feature874,ID 148,3/11/2015,11,2015,6776,WET,727,28.62374328,Subordinate,12.06555556,0.026666667,35.89666667
Feature875,ID 186,3/11/2015,11,2015,6776,WET,414,-40.11273633,Subordinate,4.215555556,0.026666667,35.89666667
Feature876,ID 164,6/11/2015,11,2015,6779,WET,611,-73.72964342,Subordinate,2.482777778,0.026666667,35.25666667
Feature877,ID 187,10/11/2015,11,2015,6783,WET,421,-22.06775509,Dominant,3.856388889,2.80E-16,34.66666667
Feature878,ID 168,11/11/2015,11,2015,6784,WET,578,12.2989945,Subordinate,2.632222222,2.80E-16,34.51
Feature879,ID 132,11/11/2015,11,2015,6784,WET,1448,-10.00920741,Subordinate,3.932222222,2.80E-16,34.51
Feature880,ID 150,24/11/2015,11,2015,6797,WET,712,-75.3400476,Subordinate,3.665277778,0.006666667,36.37
Feature881,ID 177,19/09/2015,9,2015,6731,DRY,459,-48.96877936,Subordinate,1.971111111,0.179999967,31.86333333
Feature882,ID 151,25/11/2015,11,2015,6798,WET,713,-92.0189715,Subordinate,2.202222222,0.006666667,36.43333333
Feature883,ID 192,28/11/2015,11,2015,6801,WET,402,-70.47113743,Subordinate,3.510277778,0.006666667,36.55
Feature884,ID 154,28/11/2015,11,2015,6801,WET,694,-55.51983853,Subordinate,12.84361111,0.006666667,36.55
Feature885,ID 195,1/12/2015,11,2015,6804,WET,365,-50.93549891,Subordinate,3.214444444,0.006666667,36.79
Feature886,ID 191,1/12/2015,11,2015,6804,WET,405,-75.32189312,Subordinate,2.597777778,0.006666667,36.79
Feature887,ID 183,2/12/2015,12,2015,6805,WET,457,-63.77688607,Dominant,1.898333333,0.006666667,36.87
Feature888,ID 198,4/12/2015,12,2015,6807,WET,318,-88.29740454,Dominant,1.348055556,0.006666667,37.20666667
Feature889,ID 203,5/12/2015,12,2015,6808,WET,276,-21.53363175,Subordinate,2.463888889,0.006666667,37.53666667
Feature890,ID 192,10/12/2015,12,2015,6813,WET,414,-91.01691003,Subordinate,13.55388889,0.006666667,38.68
Feature891,ID 200,10/12/2015,12,2015,6813,WET,292,-75.16291573,Subordinate,13.60388889,0.006666667,38.68
Feature892,ID 185,11/12/2015,12,2015,6814,WET,466,-59.4212672,Dominant,3.300555556,0.006666667,38.93
Feature893,ID 150,15/12/2015,12,2015,6818,WET,733,-117.8026488,Subordinate,1.666666667,0.006666667,39.02666667
Feature894,ID 146,17/12/2015,12,2015,6820,WET,805,-116.2057428,Subordinate,1.755833333,2.80E-16,39.11666667
Feature895,ID 195,20/12/2015,12,2015,6823,WET,384,-82.99552715,Subordinate,0.653333333,2.80E-16,39.34666667
Feature896,ID 194,25/12/2015,12,2015,6828,WET,426,-175.1969337,Subordinate,14.26416667,2.80E-16,39.85666667
Feature897,ID 189,28/12/2015,12,2015,6831,WET,462,-148.8355353,Subordinate,13.83666667,2.80E-16,40.33666667
Feature898,ID 143,29/12/2015,12,2015,6832,WET,895,-123.4170975,Dominant,0.443611111,2.80E-16,40.57666667
Feature899,ID 162,31/12/2015,12,2015,6834,WET,666,-121.3768499,Subordinate,2.306388889,2.80E-16,40.82333333
Feature900,ID 155,1/01/2016,12,2015,6835,WET,728,-146.2890222,Subordinate,2.545833333,2.80E-16,40.49
Feature901,ID 205,3/01/2016,1,2016,6837,WET,248,-56.85924623,Dominant,13.94083333,2.80E-16,39.93333333
Feature902,ID 146,3/01/2016,1,2016,6837,WET,822,-148.5105267,Subordinate,0.740833333,2.80E-16,39.93333333
Feature903,ID 144,31/12/2015,12,2015,6834,WET,866,-198.3938593,Subordinate,2.356388889,2.80E-16,40.82333333
Feature904,ID 138,24/11/2015,11,2015,6797,WET,1545,-48.02960911,Subordinate,1.365277778,0.006666667,36.37
Feature905,ID 142,15/01/2016,1,2016,6849,WET,1205,-144.4663177,Dominant,13.65944444,0.013333333,38.07
Feature906,ID 196,17/01/2016,1,2016,6851,WET,403,-109.9354635,Subordinate,0.249444444,0.013333333,38.13666667
Feature907,ID 130,19/01/2016,1,2016,6853,WET,1897,-249.3736214,Subordinate,2.389166667,0.206666633,37.65666667
Feature908,ID 163,18/07/2015,7,2015,6668,DRY,500,-55.52448721,Subordinate,3.342777778,0.220000033,22.05333333
Feature909,ID 187,24/01/2016,1,2016,6858,WET,496,-96.98485392,Dominant,4.221388889,0.206666633,36.75666667
Feature910,ID 206,29/01/2016,1,2016,6863,WET,217,-91.97825885,Dominant,13.18638889,0.206666633,36.63333333
Feature911,ID 154,30/01/2016,1,2016,6864,WET,757,-35.5761918,Subordinate,12.80638889,0.206666633,36.53333333
Feature912,ID 134,2/02/2016,2,2016,6867,WET,1444,-4.64621636,Subordinate,1.682777778,0.206666633,37.11666667
Feature913,ID 159,2/02/2016,2,2016,6867,WET,738,-33.80084216,Subordinate,0.399444444,0.206666633,37.11666667
Feature914,ID 168,2/02/2016,2,2016,6867,WET,661,6.121255394,Subordinate,2.216111111,0.206666633,37.11666667
Feature915,ID 2,3/09/1999,9,1999,871,DRY,1261,-48.54654308,Subordinate,5.473611111,3.33E-05,25.522
Feature916,ID 160,6/02/2016,2,2016,6871,WET,742,-67.29427333,Subordinate,13.38,0.1933333,37.89666667
Feature918,ID 145,9/02/2016,2,2016,6874,WET,864,11.68689634,Dominant,1.624722222,0.199999967,38.29
Feature919,ID 137,10/02/2016,2,2016,6875,WET,1923,7.703974962,Subordinate,12.34555556,0.199999967,38.30666667
Feature920,ID 147,11/02/2016,2,2016,6876,WET,856,44.33746104,Subordinate,2.983055556,0.199999967,38.23666667
Feature921,ID 132,14/02/2016,2,2016,6879,WET,1543,16.22009083,Subordinate,2.479444444,0.219999967,38.09666667
Feature922,ID 198,14/02/2016,2,2016,6879,WET,390,6.092961158,Dominant,3.529444444,0.219999967,38.09666667
Feature923,ID 132,25/02/2016,2,2016,6890,WET,1554,-67.10470392,Subordinate,3.204166667,0.086666667,37.67
Feature924,ID 178,26/02/2016,2,2016,6891,WET,603,-25.60582305,Subordinate,3.843611111,0.173333333,37.62666667
Feature925,ID 199,26/02/2016,2,2016,6891,WET,402,-24.00041237,Subordinate,3.593611111,0.173333333,37.62666667
Feature926,ID 175,3/03/2016,3,2016,6897,WET,656,-105.8022132,Dominant,12.03305556,0.286666667,36.55
Feature927,ID 132,9/03/2016,3,2016,6903,WET,1567,-71.61909771,Subordinate,11.91,0.286666667,35.72
Feature928,ID 176,11/03/2016,3,2016,6905,WET,633,-19.34196361,Dominant,11.89194444,0.786666333,34.85666667
Feature929,ID 132,15/03/2016,3,2016,6909,WET,1573,-33.76081343,Subordinate,2.390277778,0.766666333,34.4
Feature930,ID 132,24/03/2016,3,2016,6918,WET,1582,-123.7283012,Subordinate,11.84888889,4.273338333,32.02333333
Feature931,ID 155,25/03/2016,3,2016,6919,WET,812,53.78763834,Subordinate,11.7075,4.273338333,31.63666667
Feature932,ID 38,29/09/1999,9,1999,897,DRY,57,-89.44577866,Subordinate,2.883055556,0.733333333,28.63
Feature933,ID 184,27/03/2016,3,2016,6921,WET,573,-37.40272575,Subordinate,2.741388889,4.186671667,31.04
Feature934,ID 132,27/03/2016,3,2016,6921,WET,1585,-137.4060629,Subordinate,2.624722222,4.186671667,31.04
Feature935,ID 202,24/03/2016,3,2016,6918,WET,386,-38.26988683,Subordinate,1.132222222,4.273338333,32.02333333
Feature936,ID 199,1/04/2016,3,2016,6926,WET,437,-4.600071553,Subordinate,2.984722222,4.073338333,30.84
Feature937,ID 183,2/04/2016,4,2016,6927,WET,579,-45.50569227,Dominant,3.443333333,4.073338333,30.79333333
Feature938,ID 204,2/04/2016,4,2016,6927,WET,395,-15.39914583,Subordinate,3.643333333,4.073338333,30.79333333
Feature939,ID 169,13/04/2016,4,2016,6938,WET,732,27.60506281,Subordinate,2.436944444,4.173338667,30.5
Feature940,ID 187,14/04/2016,4,2016,6939,WET,577,-8.621339724,Dominant,1.661944444,4.173338667,30.27666667
Feature941,ID 155,14/04/2016,4,2016,6939,WET,832,164.3071044,Subordinate,10.79527778,4.173338667,30.27666667
Feature942,ID 185,15/04/2016,4,2016,6940,WET,592,159.5026543,Dominant,2.303611111,4.173338667,29.85
Feature943,ID 147,15/04/2016,4,2016,6940,WET,920,-50.09978419,Subordinate,10.58694444,4.173338667,29.85
Feature944,ID 189,16/04/2016,4,2016,6941,WET,572,-74.72689053,Subordinate,10.64527778,4.173338667,29.60666667
Feature945,ID 168,19/04/2016,4,2016,6944,WET,738,49.58590391,Subordinate,11.16944444,4.173338667,28.87666667
Feature946,ID 142,19/04/2016,4,2016,6944,WET,1300,178.3333913,Subordinate,10.98611111,4.173338667,28.87666667
Feature947,ID 180,22/04/2016,4,2016,6947,WET,659,71.42617311,Dominant,2.943611111,1.553334,29.32
Feature948,ID 188,22/04/2016,4,2016,6947,WET,578,14.12903422,Subordinate,10.44361111,1.553334,29.32
Feature949,ID 200,26/04/2016,4,2016,6951,WET,430,-35.32931162,Subordinate,1.474722222,0.8733333,29.37333333
Feature950,ID 178,6/05/2016,5,2016,6961,DRY,673,-13.75939047,Subordinate,4.416111111,0.8666663,27.03333333
Feature951,ID 176,10/05/2016,5,2016,6965,DRY,693,59.59568031,Dominant,3.778611111,0.8666663,26.29666667
Feature952,ID 203,10/05/2016,5,2016,6965,DRY,433,-3.488836381,Subordinate,3.111944444,0.8666663,26.29666667
Feature953,ID 208,15/05/2016,5,2016,6970,DRY,34,-170.4533081,Subordinate,3.981666667,0.8666663,25.54333333
Feature954,ID 198,21/05/2016,5,2016,6976,DRY,487,4.359646288,Subordinate,3.342777778,0.8666663,25.45666667
Feature955,ID 212,26/05/2016,5,2016,6981,DRY,34,-133.4822748,Subordinate,1.698333333,0.599999667,25.41666667
Feature956,ID 211,1/06/2016,5,2016,6987,DRY,40,-76.55536134,Subordinate,9.614722222,3.80E-16,25.18
Feature957,ID 213,5/06/2016,6,2016,6991,DRY,44,-36.01500585,Subordinate,3.017222222,3.80E-16,24.74
Feature958,ID 209,10/06/2016,6,2016,6996,DRY,60,10.99410338,Subordinate,9.466388889,3.80E-16,24.59666667
Feature959,ID 214,11/06/2016,6,2016,6997,DRY,50,-10.55464082,Subordinate,1.593333333,3.80E-16,24.56333333
Feature960,ID 173,17/06/2016,6,2016,7003,DRY,766,244.2829371,Dominant,4.893888889,3.80E-16,23.98
Feature961,ID 210,19/06/2016,6,2016,7005,DRY,69,3.97114952,Subordinate,3.801666667,3.80E-16,23.75
Feature962,ID 145,21/06/2016,6,2016,7007,DRY,997,2.921430304,Dominant,9.710555556,3.80E-16,23.38333333
Feature963,ID 147,22/06/2016,6,2016,7008,DRY,988,57.83864187,Subordinate,1.623888889,3.80E-16,23.22
Feature964,ID 215,23/06/2016,6,2016,7009,DRY,54,-63.30174027,Subordinate,5.337222222,3.80E-16,23.13
Feature965,ID 201,7/07/2016,7,2016,7023,DRY,488,76.35095986,Subordinate,10.00916667,3.80E-16,23.74666667
Feature966,ID 197,15/07/2016,7,2016,7031,DRY,583,35.40971459,Subordinate,4.865555556,3.80E-16,22.07666667
Feature967,ID 189,20/07/2016,7,2016,7036,DRY,667,8.984814849,Subordinate,9.658055556,3.80E-16,21.86666667
Feature968,ID 175,30/07/2016,7,2016,7046,DRY,805,64.22099305,Dominant,3.518611111,3.80E-16,23.49333333
